Ac2O3,actinium(III) oxide
C6H14O3,dipropylene glycol
C6H14O3,trimethylolpropane
C6H14O4,triethylene glycol
C6H15NO3,triethanolamine
C6H7N3O3,2-Oxohistidine
C6N4,tetracyanoethylene
C7H4ClFO,2-Chloro-6-fluorobenzaldehyde
C7H5BrO,3-Bromobenzaldehyde
C7H5Br3O,"2,4,6-tribromoanisole"
C7H5Cl2NS,Chlorthiamide
C7H5Cl3O,"2,4,6-trichloroanisole"
C7H5F3O,"2,4,6-trifluoroanisole"
C7H5FO2,2-fluorobenzoic acid
C7H5FO2,3-Fluorobenzoic acid
C7H5FO2,4-fluorobenzoic acid
C7H5NO4,quinolinic acid
C7H5NO4,dipicolinic acid
C7H5NS2,2-mercaptobenzothiazole
C7H5N3O2,7-nitroindazole
C7H6ClF,2-Chloro-6-fluorotoluene
C7H6N2,7-azaindole
C7H6N2,Benzimidazole
C7H6O,tropone
C7H6O2,benzoic acid
C7H6O2,4-hydroxybenzaldehyde
C7H6O3,salicylic acid
C7H6O3,4-hydroxybenzoic acid
C7H6O4,protocatechuic acid
C7H6O4,"2,3-dihydroxybenzoic acid"
C7H6O5,gallic acid
C7H7BO4,4-carboxyphenylboronic acid
C7H7NO2,4-aminobenzoic acid
C7H7NO2,Homarine
C7H7NO3,mesalazine
C7H7N3,benomyl metabolite
C7H8,toluene
C7H8ClN3O4S2,hydrochlorothiazide
C7H8N4O2,theophylline
C7H8N4O2,theobromine
C7H9BO2,4-methylphenylboronic acid
C7H9BO3,4-boronoanisole
C7H10N2,4-dimethylaminopyridine
C7H11NO5,N-Acetylglutamic acid
C7H12O4,diethyl malonate
C7H12N2O4,aceglutamide
C7H14O3,n-Butyl lactate
C7H14O6,bornesitol
C7H14O6,Methyl-α-D-galactose
C7H16,heptane
C8H4F3IO2,Togni reagent II
C8H5F3N2OS,riluzole
C8H5NO2,isatin
C8H6BrN,5-bromoindole
C8H6BrN,6-bromoindole
C8H6ClN,4-chloroindole
C8H6Cl2O3,"2,4-dichlorophenoxyacetic acid"
C8H6N2O,4-quinazolinol
C8H6N2O2,indazolium-3-carboxylate
C8H7Cl,2-Chlorostyrene
C8H7N,indole
C8H7NO,indol-4-ol
C8H7NO,oxindole
C8H7NO,5-hydroxyindole
C8H8,cubane
C8H8N2OS,2-amino-6-methoxybenzothiazole
C8H8O3,4-hydroxyphenylacetic acid
C8H8O3,isovanillin
C8H8O4,vanillic acid
C8H9NO2,acetaminophen
C8H9NO2,aminomethylbenzoic acid
C8H9NO2,hydroxydanaidal
C8H9NO2,methyl anthranilate
C8H10IN,"4-Iodo-N,N-dimethylaniline"
C8H10N4O2,caffeine
C8H11NO,tyramine
C8H11N5O3,aciclovir
C8H16,"(1R,3R)-1,2,3-Trimethylcyclopentane"
C8H16O2,cyclohexanedimethanol
C8H16O6,pinpollitol
C8H16O6,viscumitol
C8H16O6,Eleutheroside C ethyl galactoside
C8H18,octane
C9H6BrN,4-bromoisoquinoline
C9H6N2,5-cyanoindole
C9H6O3,umbelliferone
C9H6OS,thiochromone
C9H7NO,8-hydroxyquinoline
C9H7NO,indole-3-carboxaldehyde
C9H7NO2,indole-2-carboxylic acid
C9H7NO2,indole-3-carboxylic acid
C9H8N2,5-aminoisoquinoline
C9H8N2,5-aminoquinoline
C9H8N2,6-aminoquinoline
C9H8N2,8-aminoquinoline
C9H8O2,cinnamic acid
C9H8O3,o-coumaric acid
C9H8O3,m-coumaric acid
C9H8O3,p-coumaric acid
C9H8O4,aspirin acetylsalicylic acid
C9H8O4,caffeic acid
C9H9N,methylketol
C9H9N,skatole
C9H9NO,4-methoxyindole
C9H9NO,5-methoxyindole
C9H9NO,6-methoxyindole
C9H9NO,indole-3-carbinol
C9H9NO3,hippuric acid
C9H9NO6,Stizolobic acid
C9H10O,chavicol
C9H10O3,paeonol
C9H11NO2,phenylanine LPA
C9H11NO2,phenylanine DLPA
C9H10O,cinnamyl alcohol
C9H11NO3,tyrosine Tyr
C9H11NO4,L-DOPA
C9H12O3,4-Ipomeanol
C9H13N5O3,S2242
C9H14O3,Boonein
C9H17NO2,gabapentin
C9H18N2O2,1-boc-piperazine
C9H20,nonane
C9H20N2O2S2,Mono-BOC-cystamine
C9H20N2S,"N,N'-Di-n-butylthiourea"
C10H4Br5NO,Pentabromopseudilin
C10H7NO2,quinaldic acid
C10H7NO4,6-Hydroxykynurenic acid
C10H7N3S,tiabendazole
C10H8,azulene
C10H8,naphthalene
C10H8O3,hymecromone
C10H9NO2,indole-3-acetic acid
C10H9N5O,kinetin
C10H9NO2,5-methoxyindole-3-carboxaldehyde
C10H10N2O,edaravone
C10H10N3NaO5,Suosan
C10H10O2,safrole
C10H10O4,ferulic acid
C10H11N3O3S,sulfamethoxazole
C10H12N2,tryptamine
C10H12O,anethole
C10H12O,estragole
C10H12O2,hinokitiol
C10H12O2,eugenol
C10H12O2,isoeugenol
C10H12O2,pseudoisoeugenol
C10H12O3,coniferyl alcohol
C10H13N5O4,adenosine
C10H14ClNS,N-tert-Butylbenzenesulfinimidoyl chloride
C10H14Cl2O4Ti,Titanium bis(acetylacetonate)dichloride
C10H14O,mentha spicata herb oil
C10H15Br,1-Bromoadamantane
C10H15ON,ephedrine
C10H16,limonene
C10H16O,camphor
C10H17NO3,boc-4-piperidone
C10H18N2O8,Fructose-asparagine
C10H18N4O2S,Biotin hydrazide
C10H19NO3,1-boc-4-piperidinol
C10H20N2O2,boc-4-aminopiperidine
C10H20O2,Paramenthane hydroperoxide
C10H22,decane
C11H8O2,menadione
C11H10O,β-Naphthol methyl ether
C11H11NO2,3-indolepropionic acid
C11H12N2O2,tryptophan Trp
C11H12O3,myristicin
C11H13NO6,Caramboxin or Diroximel fumarate
C11H14N2O,5-methoxytryptamine
C11H14O2,methyl eugenol
C11H14O2,methyl isoeugenol
C11H16O2,Jasmolone
C11H19NO4,boc-isonipecotic acid
C11H21N5O5,L-Arginine L-pyroglutamate
C11H24,undecane
C12H11NO5,Macromomycin B
C12H4Cl6,"2,2',3,3',4,4'-Hexachlorobiphenyl"
C12H4N4,tetracyanoquinodimethane
C12H8O4,methoxsalen
C12H10,biphenyl
C12H10ClN2O5S,furosemide
C12H11N3O2,Furonazide
C12H11N5,6-benzylaminopurine
C12H11N7,triamterene
C12H13NO2,indole-3-butyric acid
(C12H14CaO12)n,calcium alginate
C12H14O4,apiole
C12H14O4,dillapiole
C12H15NO,1-benzyl-4-piperidone
C12H16N2,"N,N-Dimethyltryptamine"
C12H16O3,asarone
C12H16O3,elemicin
C12H16O3,isoelemicin
C12H16O3,oudenone
C12H16O4,"2,4,5-Trimethoxypropiophenone"
C12H16O7,arbutin
C12H17N5O4S,thiamine nitrate
C12H18N4O2,E1210
C12H18O,propofol
C12H18O4,"Allixin or 1,6-Hexanediol diacrylate"
C12H19N3O7,D-Fructose-L-histidine
C12H21N3O8,Aspartylglucosamine
C12H22O4,"1,1'-Dihydroxydicyclohexyl peroxide"
C12H22O11,maltose
C12H22O11,sucrose
C12H25N,Stenusin
C12H26,dodecane
C13H20,Tetracyclopropylmethane
C13H10O,benzophenone
C13H12F2N6O,fluconazole
C13H12O,β-ionone
C13H12O2,monobenzone
C13H14N2O,harmaline
C13H16N2O2,melatonin
C13H18O2,ibuprofen
C13H28,tridecane
C14H10,anthracene
C14H10,phenanthrene
C14H10O14,benzoyl peroxide
C14H11Cl3N2O3,RI-1
C14H11NO3,Isooncodine
C14H12O3,resveratrol
C14H13F4N3O2S,Flufenacet
C14H14Cl2N2O,enilconazole
C14H16N2O4,SCH 900271
C14H17F3N3O2,TDBzcholine
C14H18N2O5,aspartame
C14H18N4O3,trimethoprim
C14H18O6,Bis(2-methoxyethyl) phthalate
C14H20O5,Integrasone
C14H30,tetradecane
C15H10O4,daidzein
C15H10O5,apigenin
C15H10O5,emodin
C15H10O5,genistein
C15H10O6,luteolin
C15H10O7,quercetin
C15H12N2O,carbamazepine
C15H12N2O2,phenytoin
C15H13NO4,Darienine
C15H18O2,Curzerenone
C15H18O3,Arglabin
C15H24O,nectaryl
C15H32,pentadecane
C16H13NO4,Virstatin
C16H14O3,ketoprofen
C16H19NO4,Norscopolamine
C16H19NO5,Peyonine
C16H22FN5O3S,LY3372689
C16H28N2O6Zn,zinc acexamate
C16H30N4O4S,Biotin PEG2 amine
C16H34,hexadecane
C17H13ClN4,alprazolam
C17H14F3N3O2S,celecoxib
C17H14N2,Olivacine
C17H14O3,5-Methyl-7-methoxyisoflavone
C17H14N2O5S,Calmagite
C17H15NO3,Noroliveroline
C17H16N2O3S,"TSQ, 6-methoxy-(8-p-toluenesulfonamido)quinoline"
C17H18N2O6,nifedipine
C17H19N3O3S,omeprazole
C17H21NO4,cocaine
C17H22O2,cicutoxin
C17H22O2,oenanthotoxin
C17H24O,falcarinol
C17H24O9,Eleutheroside B Syringin
C17H30O8,Glyceryl octyl ascorbic acid
C17H36,heptadecane
C18H12Cl2N2O,boscalid
C18H16N2OS,INH1
C18H17NO3,Oliveroline
C18H17NO3,Xylopine
C18H17NO7,Clovamide
C18H22O2,estrone
C18H23NO6,Tazopsine
C18H24O2,estradiol
C18H24O3,estriol
C18H24O4,estetrol
C18H27NO3,capsaicin
C18H32O2,linoleic acid
C18H36O2,stearic acid
C18H38,octadecane
C19H10Br2O9S,Bromopyrogallol red
C19H12N2O,"6-Formylindolo(3,2-b)carbazole"
C19H14N2O4,C286
C19H14O6,Landomycinone
C19H15ClO4,Coumachlor
C19H16ClNO4,indometacin
C19H22N2,Eburnamenine
C19H22N2O,Normacusine B
C19H24N2O,Eburnamine
C19H26O2,androstenedione
C19H28O2,dehydroepiandrosterone
C19H28O2,testosterone
C19H30O2,androstenediol
C19H30O2,dihydrotestosterone
C19H40,nonadecane
C20H17NO6,Sibiricine
C20H19N,"N,N-Dibenzylaniline"
C20H20N4AgS2O8,Tetrakis(pyridine)silver(II) peroxydisulfate
C20H22N2O,Kopsanone
C20H22N2O2,Pleiocarpamine
C20H22O7,Saudin
C20H23BrN8O,BX-912
C20H23NO4,Thebacon
C20H24O2N2,quinine
C20H25NO,Diphepanol
C20H26O3,Crotogoudin
C20H27NO11,amygdalin
C20H28O2,tretinoin
C20H30O3,Neotripterifordin
C20H32O5,prostacyclin
C20H32O5,prostaglandin E2
C20H34O5,dinoprost
C20H42,eicosane
C21H16FN7,AMG 319
C21H18FN5O5S,Avutometinib
C21H19ClN4O2,Setanaxib
C21H20O6,curcumin
C21H22N2O4,Picralinal
C21H22O4,Taxamairin A
C21H23FN2O4,Z-FA-FMK
C21H24FN6O6P,Rovafovir etalafenamide
C21H25NO4,Yuanhunine
C21H26O4,Canniprene
C21H27N5,D75-4590
C21H30O2,progesterone
C21H30O2,tetrahydrocannabinol
C21H36N7O16P3S,Coenzyme A
C21H39NO3,N-Oleoylsarcosine
C21H44N2,"N-Oleyl-1,3-propanediamine"
C22H23ClN2O2,loratadine
C22H26O7,L-165041
C22H28N2O,fentanyl
C22H30O8,Neurolenin B
C23H13Cl2Na3O9S,Chrome Azurol S
C23H19ClF3NO3,cyhalothrin
C23H24O4S,Kadethrin
C23H28N2O,Iferanserin
C23H28N2O4,Pleiocarpine
C23H38N2OS,Laucysteinamide A
C23H41NO2,Terminaline
C24H17F6NO3,Tarocin A
C24H29FN6,Ralimetinib
C24H45CrO6,Chromium(III) 2-ethylhexanoate
C25H30O8,Kadsurin
C25H36O6,Pseudopterosin A
C26H32N6O11,Mirubactin
C26H37N3O,Tarocin B
C26H38O6,Pseudopterosin E
C27H27Cl2N5O3S,JD5037
C27H33N3O5,Andrimid
C27H50O6,Axona
C28H26ClN5O,Basic Black 2
C28H37NO8,Nargenicin
C28H42N4O6,Kukoamine A
C28H47NO3,Pingbeinine
C29H42N10O9,Argadin
C29H40N2O6,Dihydromaltophilin
C30H19NO9,Dynemicin A
C30H42O11,Decinnamoyltaxinine J
C30H46O6,Retigeric acid B
C33H28O9,Rubicordifolin
C33H38O11,Triptofordin C-2
C34H46O18,Eleutheroside D
C35H42O14,Taxinine M
C35H60O6,Eleutheroside A
C36N2O6,Cepharanoline
C37H44O13,Taxagifine
C37H48N2O8,Cytotrienin A
C37H59N5O6,Caldoramide
C37H64O6,Chamuvarinin
C38H65NO29,lacto-n-difucohexaose II
C39H48N2O9,Kidamycin
C40H48N6O10,Bouvardin
C40H53NO14,Cosmomycin B
C40H56,lycopene
C40H60BNaO14,Aplasmomycin
C41H50N2O10,Neopluramycin
C41H50N2O11,Hedamycin
C44H55NO16,Milataxel
C44H69N15O9S,adrenorphin
C48H56N10O12S6,Thiocoraline
C52H48MoN4P4,"Bis(dinitrogen)bis(1,2-bis(diphenylphosphino)ethane)molybdenum(0)"
C55H74IN3O21S4,calicheamicin
C58H84N12O26,Mannopeptimycin glycopeptide
C59H80N4O22S4,esperamicin
C59H103N3O18,Niphimycin
C60,Buckminsterfullerene
C61H60N14O18S5,Nocathiacin I
C62H89CoN13O15P,hydroxocobalamin
C63H88CoN14O14P,Vitamin B12
C63H88CoN14O14P,cyanocobalamin
C63H91CoN13O14P,methylcobalamin
C72H100CoN18O17P,adenosylcobalamin
C76H52O46,Tannic acid
C77H101N17O26,Surotomycin
C77H120N18O26S,alpha-Endorphin
C79H145N17O17,Paenibacterin
C83H131N19O27S,gamma-Endorphin
C131H200N30O43S2,amidorphin
C158H251N39O46S,beta-Endorphin
C161H236N42O48,leumorphin
C164H256Na2O68S2,maitotoxin
C172H284ClN53O41,JV-1-36
"C169,719H270,466N45,688O52,238S911",titin
CaAl2O4,calcium aluminate
CaB6,calcium boride
CaBr2,calcium bromide
Ca(BrO)2,calcium hypobromite
Ca(BrO2)2,calcium bromite
Ca(BrO3)2,calcium bromate
Ca(BrO4)2,calcium perbromate
Ca(CN)2,calcium cyanide
CaCO3,calcium carbonate spent lime calcite limestone marble
CaC2,calcium carbide
Ca(CHO2)2,calcium formate
Ca(C2H3O2)2,calcium acetate
CaC2O4,calcium oxalate
CaCN2,calcium cyanamide
CaCl2,calcium chloride
Ca(ClO)2,calcium hypochlorite
Ca(ClO2)2,calcium chlorite
Ca(ClO3)2,calcium chlorate
Ca(ClO4)2,calcium perchlorate
CaF2,calcium fluoride fluorite
CaH2,calcium hydride
CaHPO4,dicalcium phosphate
Ca(H2PO2)2,calcium hypophosphite
Ca(HS)2,calcium hydrosulfide
CaI2,calcium iodide
Ca(IO)2,calcium hypoiodite
Ca(IO2)2,calcium iodite
Ca(IO3)2,calcium iodate
Ca(IO4)2,calcium periodate
CaMoO4,calcium molybdate
Ca(NO2)2,calcium nitrite
Ca(NO3)2,calcium nitrate
Ca(NO3)2 · 4H2O,Calcium nitrate tetrahydrate
Ca(NbO3)2,calcium metaniobate
CaO,quicklime calcium oxide burnt lime
Ca(OH)2,calcium hydroxide slaked lime
CaO2,calcium peroxide
CaP,calcium monophosphide
CaS,calcium sulfide hepar calcies sulfurated lime oldhamite
CaSO3,calcium sulfite
CaSO4,calcium sulfate
CaSO4 · 0.5H2O,plaster of paris calcium sulfate hemihydrate
CaSe,calcium selenide
CaSeO3,calcium selenite
CaSeO4,calcium selenate
CaSiO3,calcium metasilicate wollastonite
CaTe,calcium telluride
CaTeO3,calcium tellurite
CaTeO4,calcium tellurate
CaTiO3,calcium titanate
Ca(VO3)2,calcium metavanadate
Ca(VO4)2,calcium orthovanadate
CaWO4,calcium tungstate
Ca3(AsO4)2,calcium arsenate
Ca3N2,calcium nitride
Ca3P2,calcium phosphide
Ca3(PO4)2,tricalcium phosphate
Ca4(PO4)2O,tetracalcium phosphate
Ca5(PO4)3F,calcium fluorophosphate
Ca5(PO4)3(OH),hydroxyapatite
CdBr2,cadmium bromide
Cd(CN)2,cadmium cyanide
CdCO3,cadmium carbonate
Cd(C2H3O2)2,cadmium acetate
CdC2O4,cadmium oxalate
CdCl2,cadmium chloride
CdCrO4,cadmium chromate
CdF2,cadmium fluoride
CdI2,cadmium iodide
Cd(IO3)2,cadmium iodate
CdMoO4,cadmium molybdate
Cd(NO3)2,cadmium nitrate
Cd(N3)2,cadmium azide
CdO,cadmium oxide
Cd(OH)2,cadmium hydroxide
CdS,cadmium sulfide greenockite
CdSO3,cadmium sulfite
CdSO4,cadmium sulfate
CdSb,cadmium antimonide
CdSe,cadmium selenide cadmoselite
CdSeO3,cadmium selenite
CdSiO3,cadmium metasilicate
Cd(TaO3)2,cadmium metatantalate
CdTe,cadmium telluride
CdTeO4,cadmium tellurate
CdTiO3,cadmium titanate
CdWO4,cadmium tungstate
CdZrO3,cadmium metazirconate
Cd2Nb2O7,cadmium niobate
Cd3As2,cadmium arsenide
Cd3P2,cadmium phosphide
Cd3(PO4)2,cadmium phosphate
CeB6,cerium boride
CeBr3,cerium(III) bromide
CeC,cerium carbide
CeCl3,cerium(III) chloride
CeF3,cerium(III) fluoride
CeF4,cerium(IV) fluoride
CeI2,cerium(II) iodide
CeI3,cerium(III) iodide
CeN,cerium nitride
CeO2,cerium(IV) oxide cerianite
CeS,cerium(II) sulfide
Ce(SO4)2,cerium(IV) sulfate
CeSi2,cerium silicide
Ce2C3,cerium(III) carbide
Ce2O3,cerium(III) oxide
Ce2S3,cerium(III) sulfide
CF3Cl,chlorotrifluoromethane
CF4,tetrafluoromethane
ClF,chlorine fluoride
ClF3,chlorine trifluoride
ClF5,chlorine pentafluoride
ClOClO3,chlorine perchlorate
ClO2,chlorine dioxide
ClO3F,chlorine trioxide fluoride
Cl2,chlorine
Cl2O3,chlorine trioxide
Cl2O6,chlorine hexoxide
Cl2O7,chlorine heptoxide
Cl2O8,Chlorine octaoxide
CoAl2O4,cobalt(II) aluminate
CoAs,cobalt arsenide
CoAs2,cobalt(II) arsenide
CoB,cobalt(II) boride
CoBr2,cobalt(II) bromide
Co(CN)2,cobalt(II) cyanide
Co(C2H3O2)2,cobalt(II) acetate
Co(C2H3O2)3,cobalt(III) acetate
CoC2O4,cobalt(II) oxalate
Co(ClO4)2,cobalt(II) perchlorate
CoCl2,cobalt(II) chloride
CoCrO4,cobalt(II) chromate
CoCr2O4,cobalt(II) chromite
CoF2,cobalt(II) fluoride
CoF3,cobalt(III) fluoride
Co(IO3)2,cobalt(II) iodate
CoI2,cobalt(II) iodide
CoMoO4,cobalt(II) molybdate
Co(NO3)2,cobalt(II) nitrate
Co(NO3)3,cobalt(III) nitrate
CoO,cobalt(II) oxide
Co(OH)2,cobalt(II) hydroxide
Co(OH)3,cobalt(III) hydroxide
CoS,cobalt(II) sulfide
CoS2,cobalt disulfide
CoSb,cobalt antimonide
CoSe,cobalt(II) selenide
CoSeO3,cobalt(II) selenite
CoTe,cobalt(II) telluride
CoTiO3,cobalt(II) titanate
CoWO4,cobalt(II) tungstate
Co2B,cobalt boride
Co(C18H33O2)2,Cobalt oleate
Co2SO4,cobalt(II) sulfate
Co2S3,cobalt(III) sulfide
Co2SiO4,cobalt(II) orthosilicate
Co2SnO4,cobalt(II) stannate
Co2TiO4,cobalt(II) titanite
Co3(AsO4)2,cobalt arsenate
Co3(Fe(CN)6)2,cobalt(II) ferricyanide
CrBr2,chromium(II) bromide
CrBr3,chromium(III) bromide
CrCl2,chromium(II) chloride
CrCl3,chromium(III) chloride
CrCl4,chromium(IV) chloride
CrF2,chromium(II) fluoride
CrF3,chromium(III) fluoride
CrF4,chromium(IV) fluoride
CrF5,chromium(V) fluoride
CrF6,chromium(VI) fluoride
CrI2,chromium(II) iodide
CrI3,chromium(III) iodide
Cr(NO3)3,chromium(III) nitrate
Cr(NO2)3,chromium(III) nitrite
Cr(OH)3,chromium(III) hydroxide
CrO2,chromium(IV) oxide
CrO3,chromium(VI) oxide
CrO42−,chromate ion
CrO2Cl2,chromium(VI) oxychloride
CrPO4,chromium(III) phosphate
CrSb,chromium antimonide
CrSe,chromium(II) selenide
CrSi2,chromium(II) silicide
CrVO4,chromium(III) orthovanadate
Cr2O3,chromium(III) oxide eskolaite
Cr2(SO4)3,chromium(III) sulfate
Cr2S3,chromium(III) sulfide
Cr2Se3,chromium(III) selenide
Cr2(TeO4)3,chromium(III) tellurate
Cr2Te3,chromium(III) telluride
Cr3As2,chromium(II) arsenide
Cr3C2,chromium(II) carbide
Cr3Sb2,chromium(II) antimonide
CsBO2,caesium borate
CsBr,caesium bromide
CsBrO,caesium hypobromite
CsBrO2,caesium bromite
CsBrO3,caesium bromate
CsBrO4,caesium perbromate
CsBr3,caesium tribromide
CsCN,caesium cyanide
CsCNO,caesium cyanate
CsCNO,caesium fulminate
CsC2H3O2,caesium acetate
CsCl,caesium chloride
CsClO,caesium hypochlorite
CsClO2,caesium chlorite
CsClO3,caesium chlorate
CsClO4,caesium perchlorate
CsF,caesium fluoride
CsH,caesium hydride
CsHS,caesium hydrosulfide
CsI,caesium iodide
CsIO,caesium hypoiodite
CsIO2,caesium iodite
CsIO3,caesium iodate
CsIO4,caesium periodate
CsI3,caesium triiodide
CsNH2,caesium amide
CsNO2,caesium nitrite
CsNO3,caesium nitrate
CsN3,caesium azide
CsNbO3,caesium niobate
Cs2NbO3,caesium metaniobate
CsOH,caesium hydroxide
CsO2,caesium superoxide
Cs2O2,caesium peroxide
Cs2S,caesium sulfide
CsSCN,caesium thiocyanate
CsSeO4,caesium selenate
CsTaO3,caesium metatantalate
Cs2CO3,caesium carbonate
CsHCO3,caesium bicarbonate
CsH2PO3,monocaesium phosphite
CsH2PO4,monocaesium phosphate
CsHSO3,caesium bisulfite
CsHSO4,caesium hydrogen sulfate
Cs2C2O4,caesium oxalate
Cs2CrO4,caesium chromate
Cs2Cr2O7,caesium dichromate
Cs2HPO4,caesium hydrogen orthophosphate
Cs2MoO4,caesium molybdate
Cs2O,caesium oxide
Cs2SO3,caesium sulfite
Cs2SO4,caesium sulfate
Cs2SiO3,caesium metasilicate
Cs2TeO4,caesium tellurate
Cs2TiO3,caesium titanate caesium metatitanate
Cs2WO4,caesium orthotungstate
Cs2HPO3,dicaesium phosphite
Cs2HPO4,dicaesium phosphate
Cs3PO3,tricaesium phosphite
Cs3PO4,caesium orthophosphate
Cs3VO4,caesium orthovanadate
CuBr,copper(I) bromide
Cu(BrO3)2 · 6H2O,copper(II) bromate hexahydrate
CuBr2,copper(II) bromide
CuC2O4,copper oxalate
Cu(CH3COO),copper(I) acetate
Cu(CH3COO)2,copper(II) acetate
CuCl,copper(I) chloride
Cu(ClO3)2 · 6H2O,copper(II) chlorate hexahydrate
CuCl2,copper(II) chloride
CuF,copper(I) fluoride
CuF2,copper(II) fluoride
CuFeS2,copper iron sulfide chalcopyrite
CuFe2O4,copper(II) iron(II) oxide
